OriginalTweet,encoded_sentiment
Hi I m Luca I m from Italy and I m a big fan of your product The district I live in is the most covered by coronavirus here in Italy Our government has forbidden us to leave our houses except for going to the grocery store or the pharmacy 1 2,1
environment in a small apartment How do you stock up on anything when you can barely afford rent or food on a regular basis How do you constantly wash your hands when the water itself is poison Asking for a friend COVID19 coronavirus,1
1 preprint from COVID 19 virus remains viable in the air up to 3 hours post aerosolization stable on plastic and stainless steel and viable virus could be detected up to 72 hrs will washing hands even make a difference given above COVID19,2
The Warriors league sources say will be directed to play host to the Nets on Thursday night at Chase Center in a game CLOSED to fans,2
Small reminder stock up on bar soap for your local food pantry place of worship Our guests at our feeding ministry have asked for it more portable than liquid hand soap amp they need to stay safe from covid 19 too,0
Getting back to the impact of coronavirus on the consumer the question this article asks is if creditcard travel insurance covers covid 19 The only way to know for sure is to check your card s policy,2
Our shelves our bare as we are struggling to meet demand and with panickbuying we are finding it difficult to stock up on are main items these are worrying times for all us but even more so when you are struggling financially If you can donate we would be really grateful,1
Neither Mutton Nor Chicken Kathal Prices Skyrocket Due To Coronavirus Scare coronavirusinindia coronavirus kathal mutton jackfruit,1
More than 8 000 Arlington Public Schools students won t get free or reduced lunches if schools close due to coronavirus Donate and share this link for a fundraiser organized by APS teachers to give grocery store gift cards to food insecure families,0
Our webinar will be live in just 10 min NetElixir s Founder and CEO will discuss any shifts in consumer online shopping and searching behavior and any changes we have seen in ecommerce sales during the CoronavirusOutbreak Follow along for updates NetElixir coronavirus,2
The key metrics we considered for online shopping behavior were latency in number of days between first website landing and first purchase and number of website landings prior to first purchase NetElixir coronavirus covid19 webinar onlineshopping,2
Woolworths has stated that customers who bought monstrous amounts of toilet paper pasta and canned food will be unable to return their excess purchases Panic buyer regret Serves them right auspol coronavirus coronavirusau,0
Most of the focus of the demand side economic impact of COVID 19 had been on travel tourism but food services would be by far the largest sector affected,1
I m gonna apologize to my bank now for all the online shopping I ll be doing once im quarantined sorrynotsorry Corona coronavirus COVID19,2
btc is proven not to be a safe heaven for multinationals with the coronavirus spread people are dumping there crypto to get more stock like food and groceries This is not a small pandemic crypto bitcoin Corona,2
Coronavirus is hurting store traffic and e commerce won t help much Retail coronavirus,2
Forget Corona I expect that we were already in recession anyway thanks to Brexit,1
Just went to the grocery store to NOT buy bleach cleaners or toilet paper but to buy bacon and steak While there saw three people with masks on Maybe the THREE 3 out of a state of 11 690 000 in Ohio who have the very SCARY coronavirus SHUT DOWN GROCERY STORES,0
Completely changed my outlook on Covid 19 Time to stock up on canned food,2
The foodbank said it is seeing clients who are without work because of the coronavirus,2
After local authorities floated the idea of localized lockdowns to control COVID 19 spread Agriculture Secretary William Dar said his order for a food sufficiency action plan is meant as a contingency measure if the situation worsens,1
How to stock a pantry Coronavirus,2
While you re panick buying necessities because of COVID 19 please remember food shelves group homes shelters etc A lot of these places depend on donations and or don t have the time or flexibility to be able to stock up in these situations Donate if what how you can,2
FederalReserve couldn t even see the housing bubble pop while it was imploding Stable prices amp maximum employment my ass EndTheFed COVID2019 COVID19 BoomerPlague CoronavirusUSA,1
How Retailers can handle difficult trading due to Coronavirus Conversion will probably be the biggest challenge in store for Retailers coronavirus retailers retail conversionrate,1
Stock make sure to have a few bottles of Quash 100 natural hand sanitizer spray 4 your desk home purse or travel flight spray TV screen food tray etc Lab proven to kill toughest germs viruses Available amp Health Food stores Covid 19 CoronavirusOutbreak,2
So we re washinghands more frequent but are we wiping down keyboards For those needing to create their own psa hand hands keyboard corona coronavirus COVID19 photooftheday stockphotography stockphoto photosforsale SanFrancisco,2
CDC keeps piling on to the none pandemic Creating scarcities by telling people to stay home stock up on food Too nursing homes arn t prepared for covid 19 pandemic need to get CDC under control,2
Reporting on COVID 19 Has to stop Many times your told wash your hands 20 sec Use Hand sanitizer 60 alcohol cough into a tissue Stock up on food and Rx drugs Now cancelling events We ve had mass shootings amp are told to live of lives This virus is paralyzing us Puzzling to me,2
